,song,album,artist,popularity,track_id,track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
55,Fame - 1999 Remaster,Best of Bowie,David Bowie,43,4r8cI0SCP8c0juGDEMreEW,True,0.783,0.694,10,-7.854,1,0.0681,0.286,0.0214,0.0597,0.627,95.755,audio_features,4r8cI0SCP8c0juGDEMreEW,spotify:track:4r8cI0SCP8c0juGDEMreEW,https://api.spotify.com/v1/tracks/4r8cI0SCP8c0juGDEMreEW,https://api.spotify.com/v1/audio-analysis/4r8cI0SCP8c0juGDEMreEW,251800,4
56,You Make Me Feel Like Dancing - Remastered,Endless Flight,Leo Sayer,59,6gTrbqZnyljwXdYQTyBkSx,False,0.728,0.718,8,-5.281,0,0.0501,0.0848,0.0,0.0579,0.733,95.922,audio_features,6gTrbqZnyljwXdYQTyBkSx,spotify:track:6gTrbqZnyljwXdYQTyBkSx,https://api.spotify.com/v1/tracks/6gTrbqZnyljwXdYQTyBkSx,https://api.spotify.com/v1/audio-analysis/6gTrbqZnyljwXdYQTyBkSx,219467,4
57,You Make Me Feel Like Dancing - Remastered,The Show Must Go On: The Leo Sayer Anthology,Leo Sayer,50,7eu8WlAizBndJ0aOpOyNka,False,0.772,0.55,8,-11.776,0,0.0382,0.0716,1.41e-05,0.0889,0.837,95.653,audio_features,7eu8WlAizBndJ0aOpOyNka,spotify:track:7eu8WlAizBndJ0aOpOyNka,https://api.spotify.com/v1/tracks/7eu8WlAizBndJ0aOpOyNka,https://api.spotify.com/v1/audio-analysis/7eu8WlAizBndJ0aOpOyNka,173067,4
58,You Make Me Feel Like Dancing - Live,You Make Me Feel Like Dancing - Live,Leo Sayer,40,2bdJEVHKoNyhnf2YwzxAQd,False,0.684,0.876,9,-8.5,1,0.0795,0.13,0.0,0.718,0.633,98.078,audio_features,2bdJEVHKoNyhnf2YwzxAQd,spotify:track:2bdJEVHKoNyhnf2YwzxAQd,https://api.spotify.com/v1/tracks/2bdJEVHKoNyhnf2YwzxAQd,https://api.spotify.com/v1/audio-analysis/2bdJEVHKoNyhnf2YwzxAQd,203400,4
59,You Make Me Feel Like Dancing - Remastered,Very Best Of Leo Sayer,Leo Sayer,36,1kuX1tb3QUKAalYEc4ai5t,False,0.746,0.677,8,-7.128,0,0.0369,0.106,5.08e-06,0.123,0.814,95.601,audio_features,1kuX1tb3QUKAalYEc4ai5t,spotify:track:1kuX1tb3QUKAalYEc4ai5t,https://api.spotify.com/v1/tracks/1kuX1tb3QUKAalYEc4ai5t,https://api.spotify.com/v1/audio-analysis/1kuX1tb3QUKAalYEc4ai5t,172587,4
60,You Make Me Feel Like Dancing - Live,Leo Sayer (Live),Leo Sayer,34,7hhL6l9S7S5b4vWVys6isg,False,0.682,0.832,9,-9.901,1,0.076,0.125,0.0,0.942,0.629,98.077,audio_features,7hhL6l9S7S5b4vWVys6isg,spotify:track:7hhL6l9S7S5b4vWVys6isg,https://api.spotify.com/v1/tracks/7hhL6l9S7S5b4vWVys6isg,https://api.spotify.com/v1/audio-analysis/7hhL6l9S7S5b4vWVys6isg,197200,4
61,You Make Me Feel Like Dancing - Remastered,Rhino Hi-Five: Leo Sayer,Leo Sayer,30,3KFZnd7qCotYYLdvQ6CUka,False,0.746,0.677,8,-7.128,0,0.0369,0.106,5.08e-06,0.123,0.814,95.601,audio_features,3KFZnd7qCotYYLdvQ6CUka,spotify:track:3KFZnd7qCotYYLdvQ6CUka,https://api.spotify.com/v1/tracks/3KFZnd7qCotYYLdvQ6CUka,https://api.spotify.com/v1/audio-analysis/3KFZnd7qCotYYLdvQ6CUka,172587,4
62,You Make Me Feel Like Dancing (Single Version),70 Hits of the 70s,Various Artists,4,3yj9Ncv3U8Cn5urgLw5jPA,False,0.729,0.718,8,-5.281,0,0.0504,0.0848,0.0,0.0579,0.733,95.922,audio_features,3yj9Ncv3U8Cn5urgLw5jPA,spotify:track:3yj9Ncv3U8Cn5urgLw5jPA,https://api.spotify.com/v1/tracks/3yj9Ncv3U8Cn5urgLw5jPA,https://api.spotify.com/v1/audio-analysis/3yj9Ncv3U8Cn5urgLw5jPA,219467,4
63,I Wish,Songs In The Key Of Life,Stevie Wonder,65,687YZan9Gol1UVvbpUSO6Y,False,0.821,0.721,10,-10.401,0,0.0515,0.0816,7.37e-06,0.0664,0.885,105.866,audio_features,687YZan9Gol1UVvbpUSO6Y,spotify:track:687YZan9Gol1UVvbpUSO6Y,https://api.spotify.com/v1/tracks/687YZan9Gol1UVvbpUSO6Y,https://api.spotify.com/v1/audio-analysis/687YZan9Gol1UVvbpUSO6Y,252373,4
64,Car Wash - Long Version,Car Wash,Rose Royce,56,2pbWkjtGtjkzBdZ95GFINm,False,0.667,0.521,9,-13.212,0,0.115,0.202,6.55e-05,0.0723,0.856,117.917,audio_features,2pbWkjtGtjkzBdZ95GFINm,spotify:track:2pbWkjtGtjkzBdZ95GFINm,https://api.spotify.com/v1/tracks/2pbWkjtGtjkzBdZ95GFINm,https://api.spotify.com/v1/audio-analysis/2pbWkjtGtjkzBdZ95GFINm,307573,4
65,Car Wash - Long Version,Rockin' 70's (Vol. 2),Various Artists,52,07RgAeKIlahtqeCw25SkTu,False,0.649,0.443,9,-15.71,0,0.116,0.194,5.82e-05,0.0514,0.798,117.67,audio_features,07RgAeKIlahtqeCw25SkTu,spotify:track:07RgAeKIlahtqeCw25SkTu,https://api.spotify.com/v1/tracks/07RgAeKIlahtqeCw25SkTu,https://api.spotify.com/v1/audio-analysis/07RgAeKIlahtqeCw25SkTu,308000,4
66,Car Wash - Single Version,R&B Soul,Various Artists,38,1D4seOF29tvkqMDwn9oXrH,False,0.696,0.767,9,-4.636,0,0.215,0.355,2.64e-06,0.0235,0.81,114.835,audio_features,1D4seOF29tvkqMDwn9oXrH,spotify:track:1D4seOF29tvkqMDwn9oXrH,https://api.spotify.com/v1/tracks/1D4seOF29tvkqMDwn9oXrH,https://api.spotify.com/v1/audio-analysis/1D4seOF29tvkqMDwn9oXrH,198360,4
67,Car Wash,Love Funk,Various Artists,36,2fwhPYJviq6R9qGZs5vTFQ,False,0.727,0.664,9,-6.611,0,0.181,0.328,2.5e-06,0.0434,0.785,115.171,audio_features,2fwhPYJviq6R9qGZs5vTFQ,spotify:track:2fwhPYJviq6R9qGZs5vTFQ,https://api.spotify.com/v1/tracks/2fwhPYJviq6R9qGZs5vTFQ,https://api.spotify.com/v1/audio-analysis/2fwhPYJviq6R9qGZs5vTFQ,200574,4
68,Car Wash (Re-Recorded / Remastered),The Greatest 1 Hit Wonders (Re-Recorded / Remastered Versions),Various Artists,25,4vw4LwUSneSsmGcbLLucYS,False,0.807,0.706,0,-6.044,1,0.0903,0.0282,0.0,0.07,0.61,112.98,audio_features,4vw4LwUSneSsmGcbLLucYS,spotify:track:4vw4LwUSneSsmGcbLLucYS,https://api.spotify.com/v1/tracks/4vw4LwUSneSsmGcbLLucYS,https://api.spotify.com/v1/audio-analysis/4vw4LwUSneSsmGcbLLucYS,312355,4
69,New Kid in Town - 2013 Remaster,Hotel California (2013 Remaster),Eagles,65,6Zyz8lsnMFpIrCTuvGurCB,False,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,audio_features,6Zyz8lsnMFpIrCTuvGurCB,spotify:track:6Zyz8lsnMFpIrCTuvGurCB,https://api.spotify.com/v1/tracks/6Zyz8lsnMFpIrCTuvGurCB,https://api.spotify.com/v1/audio-analysis/6Zyz8lsnMFpIrCTuvGurCB,304926,4
70,New Kid in Town - 2013 Remaster,Eagles Greatest Hits Vol. 2 (2013 Remaster),Eagles,45,3RkktaAM2VyFywTgzuMAw6,False,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,audio_features,3RkktaAM2VyFywTgzuMAw6,spotify:track:3RkktaAM2VyFywTgzuMAw6,https://api.spotify.com/v1/tracks/3RkktaAM2VyFywTgzuMAw6,https://api.spotify.com/v1/audio-analysis/3RkktaAM2VyFywTgzuMAw6,304926,4
71,New Kid in Town - 2013 Remaster,Hotel California (40th Anniversary Expanded Edition),Eagles,40,3T0HWZFYwE5iPXTIHJ1MMS,False,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,audio_features,3T0HWZFYwE5iPXTIHJ1MMS,spotify:track:3T0HWZFYwE5iPXTIHJ1MMS,https://api.spotify.com/v1/tracks/3T0HWZFYwE5iPXTIHJ1MMS,https://api.spotify.com/v1/audio-analysis/3T0HWZFYwE5iPXTIHJ1MMS,304926,4
72,New Kid in Town - 2013 Remaster,The Very Best of the Eagles (2013 Remaster),Eagles,34,57OA7dHitTUFQ6wCtxFbBf,False,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,audio_features,57OA7dHitTUFQ6wCtxFbBf,spotify:track:57OA7dHitTUFQ6wCtxFbBf,https://api.spotify.com/v1/tracks/57OA7dHitTUFQ6wCtxFbBf,https://api.spotify.com/v1/audio-analysis/57OA7dHitTUFQ6wCtxFbBf,304926,4
73,New Kid in Town - Live; 1999 Remaster,Eagles Live,Eagles,39,5YmWWyPfV4goMlTfCawehu,False,0.54,0.643,4,-7.425,1,0.0298,0.411,0.0142,0.736,0.369,108.009,audio_features,5YmWWyPfV4goMlTfCawehu,spotify:track:5YmWWyPfV4goMlTfCawehu,https://api.spotify.com/v1/tracks/5YmWWyPfV4goMlTfCawehu,https://api.spotify.com/v1/audio-analysis/5YmWWyPfV4goMlTfCawehu,353467,4
74,"New Kid In Town - Live From The Forum, Inglewood, CA, 9/12, 14, 15/2018",Live From The Forum MMXVIII,Eagles,34,02rU9Umf3jjyhb4UdJMSz4,False,0.651,0.561,4,-12.04,1,0.0293,0.595,9.69e-05,0.766,0.438,105.989,audio_features,02rU9Umf3jjyhb4UdJMSz4,spotify:track:02rU9Umf3jjyhb4UdJMSz4,https://api.spotify.com/v1/tracks/02rU9Umf3jjyhb4UdJMSz4,https://api.spotify.com/v1/audio-analysis/02rU9Umf3jjyhb4UdJMSz4,311333,4
75,"New Kid in Town - Live at Capital Centre, Landover, MD, 3/21-22/1977; 2017 Remaster",Hotel California (40th Anniversary Expanded Edition),Eagles,28,5MC3xdlx9DFop1Y4J1yDbE,False,0.559,0.654,4,-7.977,1,0.0312,0.126,0.000159,0.979,0.623,110.164,audio_features,5MC3xdlx9DFop1Y4J1yDbE,spotify:track:5MC3xdlx9DFop1Y4J1yDbE,https://api.spotify.com/v1/tracks/5MC3xdlx9DFop1Y4J1yDbE,https://api.spotify.com/v1/audio-analysis/5MC3xdlx9DFop1Y4J1yDbE,292733,4
76,New Kid in Town - 2013 Remaster,Selected Works 1972-1999,Eagles,23,2ySU6SF6RjX9nqhqXiy7cm,False,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,audio_features,2ySU6SF6RjX9nqhqXiy7cm,spotify:track:2ySU6SF6RjX9nqhqXiy7cm,https://api.spotify.com/v1/tracks/2ySU6SF6RjX9nqhqXiy7cm,https://api.spotify.com/v1/audio-analysis/2ySU6SF6RjX9nqhqXiy7cm,304926,4
77,New Kid in Town - 2013 Remaster,Legacy,Eagles,21,0h56c97bs4SxPAp35IleDf,False,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,audio_features,0h56c97bs4SxPAp35IleDf,spotify:track:0h56c97bs4SxPAp35IleDf,https://api.spotify.com/v1/tracks/0h56c97bs4SxPAp35IleDf,https://api.spotify.com/v1/audio-analysis/0h56c97bs4SxPAp35IleDf,304926,4
78,Hotel California - 2013 Remaster,Hotel California (2013 Remaster),Eagles,82,40riOy7x9W7GXjyGp4pjAv,False,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,audio_features,40riOy7x9W7GXjyGp4pjAv,spotify:track:40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/audio-analysis/40riOy7x9W7GXjyGp4pjAv,391376,4
79,Hotel California - 2013 Remaster,The Very Best of the Eagles (2013 Remaster),Eagles,59,4Vn7TykT27PIygBiZjTR2s,False,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,audio_features,4Vn7TykT27PIygBiZjTR2s,spotify:track:4Vn7TykT27PIygBiZjTR2s,https://api.spotify.com/v1/tracks/4Vn7TykT27PIygBiZjTR2s,https://api.spotify.com/v1/audio-analysis/4Vn7TykT27PIygBiZjTR2s,391376,4
80,"Hotel California - Live at The Forum, Los Angeles, CA, 10/20-22/1976",Hotel California (40th Anniversary Expanded Edition),Eagles,64,0cNwyA4Qiyr29I90ezhr0X,False,0.427,0.665,2,-8.515,1,0.0405,0.0145,0.00242,0.699,0.442,142.702,audio_features,0cNwyA4Qiyr29I90ezhr0X,spotify:track:0cNwyA4Qiyr29I90ezhr0X,https://api.spotify.com/v1/tracks/0cNwyA4Qiyr29I90ezhr0X,https://api.spotify.com/v1/audio-analysis/0cNwyA4Qiyr29I90ezhr0X,409520,4
81,"Hotel California - Live On MTV, 1994",Hell Freezes Over (Remaster 2018),Eagles,61,2GpBrAoCwt48fxjgjlzMd4,False,0.55,0.49,2,-10.732,1,0.0572,0.368,9.96e-05,0.917,0.609,74.656,audio_features,2GpBrAoCwt48fxjgjlzMd4,spotify:track:2GpBrAoCwt48fxjgjlzMd4,https://api.spotify.com/v1/tracks/2GpBrAoCwt48fxjgjlzMd4,https://api.spotify.com/v1/audio-analysis/2GpBrAoCwt48fxjgjlzMd4,432040,4
82,Hotel California - 2013 Remaster,Eagles Greatest Hits Vol. 2 (2013 Remaster),Eagles,46,2vIRpCpsekN5TiWq3Ua2Ht,False,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,audio_features,2vIRpCpsekN5TiWq3Ua2Ht,spotify:track:2vIRpCpsekN5TiWq3Ua2Ht,https://api.spotify.com/v1/tracks/2vIRpCpsekN5TiWq3Ua2Ht,https://api.spotify.com/v1/audio-analysis/2vIRpCpsekN5TiWq3Ua2Ht,391376,4
83,Hotel California - Live; 1999 Remaster,Eagles Live,Eagles,50,5JU7FgGJqgGPUaJA2nhZvm,False,0.411,0.855,2,-6.658,1,0.0565,0.0136,0.0374,0.988,0.547,150.933,audio_features,5JU7FgGJqgGPUaJA2nhZvm,spotify:track:5JU7FgGJqgGPUaJA2nhZvm,https://api.spotify.com/v1/tracks/5JU7FgGJqgGPUaJA2nhZvm,https://api.spotify.com/v1/audio-analysis/5JU7FgGJqgGPUaJA2nhZvm,420440,4
84,Hotel California - 2013 Remaster,Hotel California (40th Anniversary Expanded Edition),Eagles,41,21DMNxn3lLWYqaTm3MeGAn,False,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,audio_features,21DMNxn3lLWYqaTm3MeGAn,spotify:track:21DMNxn3lLWYqaTm3MeGAn,https://api.spotify.com/v1/tracks/21DMNxn3lLWYqaTm3MeGAn,https://api.spotify.com/v1/audio-analysis/21DMNxn3lLWYqaTm3MeGAn,391376,4
85,When I Need You - Remastered,Endless Flight,Leo Sayer,54,2TcwEYyydQuEMJwdmSgVLD,False,0.597,0.342,8,-8.167,1,0.0299,0.389,3.04e-05,0.114,0.11,109.609,audio_features,2TcwEYyydQuEMJwdmSgVLD,spotify:track:2TcwEYyydQuEMJwdmSgVLD,https://api.spotify.com/v1/tracks/2TcwEYyydQuEMJwdmSgVLD,https://api.spotify.com/v1/audio-analysis/2TcwEYyydQuEMJwdmSgVLD,253227,3
86,When I Need You - Remastered,The Show Must Go On: The Leo Sayer Anthology,Leo Sayer,56,0DM5LkIfpRZFD8EK5So5sp,False,0.585,0.197,10,-16.459,0,0.0434,0.724,3.56e-06,0.223,0.164,109.779,audio_features,0DM5LkIfpRZFD8EK5So5sp,spotify:track:0DM5LkIfpRZFD8EK5So5sp,https://api.spotify.com/v1/tracks/0DM5LkIfpRZFD8EK5So5sp,https://api.spotify.com/v1/audio-analysis/0DM5LkIfpRZFD8EK5So5sp,251733,3
87,When I Need You - Remastered,Very Best Of Leo Sayer,Leo Sayer,33,3cOdKdkpf39zuGnMoRgkwX,False,0.605,0.197,1,-16.459,1,0.0403,0.724,3.87e-06,0.223,0.171,109.764,audio_features,3cOdKdkpf39zuGnMoRgkwX,spotify:track:3cOdKdkpf39zuGnMoRgkwX,https://api.spotify.com/v1/tracks/3cOdKdkpf39zuGnMoRgkwX,https://api.spotify.com/v1/audio-analysis/3cOdKdkpf39zuGnMoRgkwX,251733,3
88,Dreams - 2004 Remaster,Rumours (Super Deluxe),Fleetwood Mac,83,0ofHAoxe9vBkTCp2UQIavz,False,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,audio_features,0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800,4
89,Got To Give It Up - Pt. 1,Every Great Motown Hit Of Marvin Gaye,Marvin Gaye,65,7ohR0qPH6f2Vuj2pUNanJG,False,0.855,0.847,2,-9.019,1,0.042,0.234,0.00062,0.345,0.89,122.644,audio_features,7ohR0qPH6f2Vuj2pUNanJG,spotify:track:7ohR0qPH6f2Vuj2pUNanJG,https://api.spotify.com/v1/tracks/7ohR0qPH6f2Vuj2pUNanJG,https://api.spotify.com/v1/audio-analysis/7ohR0qPH6f2Vuj2pUNanJG,255133,4
90,Got To Give It Up,Favorites,Marvin Gaye,58,4JmZyfkzXWN7pHJsJpN6XP,False,0.838,0.806,2,-9.738,1,0.0408,0.213,0.00203,0.354,0.846,123.121,audio_features,4JmZyfkzXWN7pHJsJpN6XP,spotify:track:4JmZyfkzXWN7pHJsJpN6XP,https://api.spotify.com/v1/tracks/4JmZyfkzXWN7pHJsJpN6XP,https://api.spotify.com/v1/audio-analysis/4JmZyfkzXWN7pHJsJpN6XP,361093,4
91,Got To Give It Up - Pt. 1,Boogie Nights / Music From The Original Motion Picture,Various Artists,45,6rrUcrhWlW3CqGYT0zxYlz,False,0.856,0.874,11,-8.037,0,0.0401,0.0988,0.000472,0.339,0.906,122.416,audio_features,6rrUcrhWlW3CqGYT0zxYlz,spotify:track:6rrUcrhWlW3CqGYT0zxYlz,https://api.spotify.com/v1/tracks/6rrUcrhWlW3CqGYT0zxYlz,https://api.spotify.com/v1/audio-analysis/6rrUcrhWlW3CqGYT0zxYlz,247800,4
92,Got To Give It Up,Live At The London Palladium,Marvin Gaye,41,12sRJfGKwQ3mWWECnZK0GE,False,0.819,0.856,2,-7.237,1,0.0322,0.097,0.00404,0.33,0.793,123.325,audio_features,12sRJfGKwQ3mWWECnZK0GE,spotify:track:12sRJfGKwQ3mWWECnZK0GE,https://api.spotify.com/v1/tracks/12sRJfGKwQ3mWWECnZK0GE,https://api.spotify.com/v1/audio-analysis/12sRJfGKwQ3mWWECnZK0GE,712667,4
93,Got To Give It Up,The Complete Collection,Marvin Gaye,43,1tlnGHQgnznu6P3va54s9s,False,0.84,0.81,2,-9.747,1,0.0403,0.215,0.00142,0.362,0.855,123.106,audio_features,1tlnGHQgnznu6P3va54s9s,spotify:track:1tlnGHQgnznu6P3va54s9s,https://api.spotify.com/v1/tracks/1tlnGHQgnznu6P3va54s9s,https://api.spotify.com/v1/audio-analysis/1tlnGHQgnznu6P3va54s9s,361107,4
94,Got To Give It Up,Gold,Marvin Gaye,25,63sL08MaoxkIvyPRCu13Ig,False,0.821,0.864,2,-7.245,1,0.0332,0.103,0.00466,0.332,0.793,123.315,audio_features,63sL08MaoxkIvyPRCu13Ig,spotify:track:63sL08MaoxkIvyPRCu13Ig,https://api.spotify.com/v1/tracks/63sL08MaoxkIvyPRCu13Ig,https://api.spotify.com/v1/audio-analysis/63sL08MaoxkIvyPRCu13Ig,712387,4
95,Got To Give It Up - Pt. 1,Best Of,Marvin Gaye,26,20aUezgH3TxjJS8tqPneh9,False,0.859,0.834,2,-9.411,1,0.0424,0.219,0.000998,0.333,0.883,122.641,audio_features,20aUezgH3TxjJS8tqPneh9,spotify:track:20aUezgH3TxjJS8tqPneh9,https://api.spotify.com/v1/tracks/20aUezgH3TxjJS8tqPneh9,https://api.spotify.com/v1/audio-analysis/20aUezgH3TxjJS8tqPneh9,252747,4
96,Got To Give It Up - Pt. 1,Motown Party,Various Artists,31,5Q4QGJMIZERRT5WhP0NhPq,False,0.862,0.897,2,-7.637,1,0.0468,0.0751,0.000406,0.347,0.854,122.666,audio_features,5Q4QGJMIZERRT5WhP0NhPq,spotify:track:5Q4QGJMIZERRT5WhP0NhPq,https://api.spotify.com/v1/tracks/5Q4QGJMIZERRT5WhP0NhPq,https://api.spotify.com/v1/audio-analysis/5Q4QGJMIZERRT5WhP0NhPq,252920,4
97,Got To Give It Up,Mood jams,Various Artists,24,0MyIylf4K3KsvC6aunpP9O,False,0.821,0.864,2,-7.245,1,0.0332,0.103,0.00466,0.332,0.793,123.315,audio_features,0MyIylf4K3KsvC6aunpP9O,spotify:track:0MyIylf4K3KsvC6aunpP9O,https://api.spotify.com/v1/tracks/0MyIylf4K3KsvC6aunpP9O,https://api.spotify.com/v1/audio-analysis/0MyIylf4K3KsvC6aunpP9O,712387,4
98,Got To Give It Up,Body By Jake: Sweating Disco Dance Party (BPM 108-128),Various Artists,21,1TfR4vLsrP9W7iFC15t0sj,False,0.885,0.781,2,-10.219,1,0.0407,0.0833,0.00584,0.195,0.836,123.148,audio_features,1TfR4vLsrP9W7iFC15t0sj,spotify:track:1TfR4vLsrP9W7iFC15t0sj,https://api.spotify.com/v1/tracks/1TfR4vLsrP9W7iFC15t0sj,https://api.spotify.com/v1/audio-analysis/1TfR4vLsrP9W7iFC15t0sj,336880,4
99,Got To Give It Up,Throwback Tunes: 70s,Various Artists,19,0nWNVGV9CMoVCf9ij6GE5S,False,0.855,0.86,11,-7.109,0,0.0378,0.163,0.000274,0.328,0.878,122.552,audio_features,0nWNVGV9CMoVCf9ij6GE5S,spotify:track:0nWNVGV9CMoVCf9ij6GE5S,https://api.spotify.com/v1/tracks/0nWNVGV9CMoVCf9ij6GE5S,https://api.spotify.com/v1/audio-analysis/0nWNVGV9CMoVCf9ij6GE5S,251664,4
100,Got To Give It Up - Pt. 1,"20th Century Masters: The Millennium Collection: The Best Of Marvin Gaye, Vol 2: The 70's",Marvin Gaye,17,1iSrwsizPOpUt0Jm0wFuC2,False,0.86,0.847,2,-8.992,1,0.043,0.229,0.000646,0.337,0.901,122.649,audio_features,1iSrwsizPOpUt0Jm0wFuC2,spotify:track:1iSrwsizPOpUt0Jm0wFuC2,https://api.spotify.com/v1/tracks/1iSrwsizPOpUt0Jm0wFuC2,https://api.spotify.com/v1/audio-analysis/1iSrwsizPOpUt0Jm0wFuC2,252933,4
101,I Just Want To Be Your Everything,Flowing Rivers,Andy Gibb,60,5EdlwzcgIAYs2HGvOnczPN,False,0.651,0.648,9,-7.44,1,0.0346,0.167,1.7e-05,0.192,0.868,97.017,audio_features,5EdlwzcgIAYs2HGvOnczPN,spotify:track:5EdlwzcgIAYs2HGvOnczPN,https://api.spotify.com/v1/tracks/5EdlwzcgIAYs2HGvOnczPN,https://api.spotify.com/v1/audio-analysis/5EdlwzcgIAYs2HGvOnczPN,225667,4
102,I Just Want To Be Your Everything,The Very Best Of,Andy Gibb,26,1v2lPBvWjO9ywTzIeULYCQ,False,0.612,0.726,9,-5.734,1,0.0401,0.163,2.35e-06,0.0572,0.895,97.112,audio_features,1v2lPBvWjO9ywTzIeULYCQ,spotify:track:1v2lPBvWjO9ywTzIeULYCQ,https://api.spotify.com/v1/tracks/1v2lPBvWjO9ywTzIeULYCQ,https://api.spotify.com/v1/audio-analysis/1v2lPBvWjO9ywTzIeULYCQ,226453,4
103,I Just Want To Be Your Everything,With Love From ... PolyGram 50th Anniversary,Various Artists,11,49l7qWoep8QoMsvvo1PTNb,False,0.638,0.569,9,-10.718,1,0.0323,0.0592,9.76e-06,0.108,0.899,96.809,audio_features,49l7qWoep8QoMsvvo1PTNb,spotify:track:49l7qWoep8QoMsvvo1PTNb,https://api.spotify.com/v1/tracks/49l7qWoep8QoMsvvo1PTNb,https://api.spotify.com/v1/audio-analysis/49l7qWoep8QoMsvvo1PTNb,225627,4
104,I Just Want To Be Your Everything,Disco Party,Various Artists,7,3le2XDYQJ3eSjgQBa5dmHe,False,0.612,0.726,9,-5.734,1,0.0401,0.163,2.35e-06,0.0572,0.895,97.112,audio_features,3le2XDYQJ3eSjgQBa5dmHe,spotify:track:3le2XDYQJ3eSjgQBa5dmHe,https://api.spotify.com/v1/tracks/3le2XDYQJ3eSjgQBa5dmHe,https://api.spotify.com/v1/audio-analysis/3le2XDYQJ3eSjgQBa5dmHe,226453,4
105,I Just Want To Be Your Everything,Summer Lovin',Various Artists,1,4kWxoe34kApnh1vtPjKX9y,False,0.612,0.726,9,-5.738,1,0.0402,0.163,2.33e-06,0.0572,0.895,97.114,audio_features,4kWxoe34kApnh1vtPjKX9y,spotify:track:4kWxoe34kApnh1vtPjKX9y,https://api.spotify.com/v1/tracks/4kWxoe34kApnh1vtPjKX9y,https://api.spotify.com/v1/audio-analysis/4kWxoe34kApnh1vtPjKX9y,226453,4
106,The Best of My Love - 2013 Remaster,On the Border (2013 Remaster),Eagles,59,5MLLuLqPdUlx8bfKtdkLwO,False,0.559,0.393,0,-11.095,1,0.0237,0.717,0.0,0.0532,0.669,90.105,audio_features,5MLLuLqPdUlx8bfKtdkLwO,spotify:track:5MLLuLqPdUlx8bfKtdkLwO,https://api.spotify.com/v1/tracks/5MLLuLqPdUlx8bfKtdkLwO,https://api.spotify.com/v1/audio-analysis/5MLLuLqPdUlx8bfKtdkLwO,274891,4
107,The Best of My Love - 2013 Remaster,On the Border (2013 Remaster),Eagles,59,5MLLuLqPdUlx8bfKtdkLwO,False,0.559,0.393,0,-11.095,1,0.0237,0.717,0.0,0.0532,0.669,90.105,audio_features,5MLLuLqPdUlx8bfKtdkLwO,spotify:track:5MLLuLqPdUlx8bfKtdkLwO,https://api.spotify.com/v1/tracks/5MLLuLqPdUlx8bfKtdkLwO,https://api.spotify.com/v1/audio-analysis/5MLLuLqPdUlx8bfKtdkLwO,274891,4
108,The Best of My Love - 2013 Remaster,The Very Best of the Eagles (2013 Remaster),Eagles,49,6x8C7SBqQukeaeh9etWdZY,False,0.559,0.393,0,-11.095,1,0.0237,0.717,0.0,0.0532,0.669,90.105,audio_features,6x8C7SBqQukeaeh9etWdZY,spotify:track:6x8C7SBqQukeaeh9etWdZY,https://api.spotify.com/v1/tracks/6x8C7SBqQukeaeh9etWdZY,https://api.spotify.com/v1/audio-analysis/6x8C7SBqQukeaeh9etWdZY,274891,4
109,The Best of My Love - 2013 Remaster,The Very Best of the Eagles (2013 Remaster),Eagles,49,6x8C7SBqQukeaeh9etWdZY,False,0.559,0.393,0,-11.095,1,0.0237,0.717,0.0,0.0532,0.669,90.105,audio_features,6x8C7SBqQukeaeh9etWdZY,spotify:track:6x8C7SBqQukeaeh9etWdZY,https://api.spotify.com/v1/tracks/6x8C7SBqQukeaeh9etWdZY,https://api.spotify.com/v1/audio-analysis/6x8C7SBqQukeaeh9etWdZY,274891,4
