,song,album,artist,popularity,track_id,track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,num_samples,duration,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence,genres,year,decade
3506,with a little luck  dj edit  remastered 2016,Pure McCartney,paul mccartney,19,1CPTAkaqBwFfe7xUjScKIr,0,0.611,0.495,4,-10.13,1,0.0295,0.284,6.04e-06,0.109,0.319,111.754,193320,4,4262706,193.32,0.24993,187.60562,0.768,0.937,0.37,0.477,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",1978,1970
3507,with a little luck  dj edit  remastered 2016,Pure McCartney (Deluxe Edition),paul mccartney,15,1dis8VQDC7wcfyw2EfKdXa,0,0.616,0.518,6,-10.139,0,0.0313,0.283,2.18e-06,0.111,0.292,111.744,193320,4,4262706,193.32,0.25388,187.61723,0.659,0.943,0.0,0.252,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",1978,1970
3509,three times a lady,All The Great Love Songs,commodores,55,4ztwMHfPZhPoruZdBbgriM,0,0.39,0.0803,8,-20.518,1,0.0306,0.874,0.000639,0.127,0.184,150.503,217427,3,4794258,217.42667,0.3658,208.59647,0.053,0.911,0.844,0.77,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",1978,1970
3510,three times a lady,Natural High,commodores,58,2uTGX4wxnRGS3i0FSOMGCQ,0,0.487,0.094,8,-19.555,1,0.0274,0.834,0.000224,0.172,0.0788,74.857,398507,3,8787072,398.50668,1.13782,389.16644,0.16,0.992,0.735,0.692,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",1978,1970
3511,three times a lady  single version,The Definitive Collection,lionel richie,38,0cph7xBVHgkA7QjTrTwPFx,0,0.486,0.188,8,-14.482,1,0.0268,0.887,0.00142,0.191,0.184,75.084,219773,3,4846002,219.77333,0.58612,208.74739,0.069,1.0,0.89,0.789,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",1978,1970
3512,three times a lady,The Commodores: The Definitive Collection,commodores,31,6f7obLqToFmQ0pGwZPx526,0,0.486,0.227,8,-11.818,1,0.0258,0.832,0.000365,0.193,0.0929,74.454,398773,3,8792952,398.77332,0.23778,387.80807,0.055,0.959,0.743,0.695,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",1978,1970
3513,three times a lady,Gold,commodores,25,6RsMP5kKLIqxyPNVuOXwxk,0,0.461,0.186,8,-14.791,1,0.026,0.853,0.00122,0.171,0.0919,74.913,399227,3,8802948,399.22668,0.40063,387.959,0.089,0.992,0.736,0.687,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",1978,1970
3514,three times a lady  single version,Truly: The Love Songs,lionel richie,18,43ycD73YMpprO1d8nTognm,0,0.498,0.173,8,-14.079,1,0.0277,0.898,0.000812,0.154,0.16,75.349,216773,3,4779852,216.77333,0.31356,208.37007,0.006,0.989,0.816,0.733,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",1978,1970
3515,boogie oogie oogie  remastered 2004,A Taste Of Honey,a taste of honey,53,07NrCEN3egNvw8td2LxqJO,0,0.791,0.569,2,-10.372,0,0.0553,0.133,0.00035,0.139,0.889,123.977,338320,4,7459956,338.32,0.0,317.53867,0.837,1.0,0.511,0.615,"['boogie', 'disco', 'funk', 'post-disco']",1978,1970
3516,boogie oogie oogie  single version 2  remastered 1999,A Taste Of Honey,a taste of honey,49,0y0QpmcF1G3F79rjk3fjUx,0,0.835,0.522,2,-10.828,0,0.0916,0.0991,0.00184,0.111,0.91,123.934,338133,4,7455840,338.13333,0.0,310.24762,0.819,1.0,0.54,0.65,"['boogie', 'disco', 'funk', 'post-disco']",1978,1970
3517,boogie oogie oogie  remastered,Classic Masters,a taste of honey,44,0wXMWFDlekl3mfAJGcixlq,0,0.81,0.649,2,-7.072,0,0.0535,0.245,0.000286,0.0965,0.952,123.757,223827,4,4935378,223.82668,0.36032,216.88017,0.85,1.0,0.472,0.691,"['boogie', 'disco', 'funk', 'post-disco']",1978,1970
3518,boogie oogie oogie  remastered,70's Hits,various artists,28,6XCZRVdMwkyadxXbOtfVMc,0,0.816,0.452,2,-13.44,0,0.0622,0.199,0.0019,0.124,0.932,123.594,245840,4,5420772,245.84,0.51655,225.22775,0.94,1.0,0.523,0.614,"['boogie', 'disco', 'funk', 'post-disco']",1978,1970
3520,hot child in the city,LongTime Coming,the nick gilder sweeney todd group,38,6Db12FTCRIUyhqxYRaIqXM,0,0.698,0.581,4,-12.345,1,0.0486,0.00347,1.58e-05,0.103,0.842,111.045,227120,4,5007996,227.12,0.38957,216.92662,0.841,1.0,0.263,0.355,[],1978,1970
3529,le freak  2018 remaster,C'est Chic (2018 Remaster),chic,66,7Kszjzps0xbQXyo1pO4KfE,0,0.91,0.641,7,-11.316,1,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,331360,4,7306488,331.36,0.0,317.9218,0.857,1.0,0.318,0.54,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",1978,1970
3530,le freak,Le Freak / Savior Faire,chic,47,7z3aH1QV2zwMKXxShBNOGe,0,0.847,0.491,7,-15.707,1,0.054,0.0363,0.000687,0.186,0.875,119.873,210247,4,4635940,210.2467,0.16444,206.25705,0.839,1.0,0.289,0.411,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",1978,1970
3531,le freak  2018 remaster,The Chic Organization 1977-1979 (2018 Remaster),chic,56,3ClOMebBxeNTYCOfTH24YJ,0,0.91,0.641,7,-11.316,1,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,331360,4,7306488,331.36,0.0,317.9218,0.857,1.0,0.318,0.54,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",1978,1970
3532,le freak  edit,Les Plus Grands Success De Chic - Chic's Greatest Hits,chic,57,6Lphpr9Z6H282Sguw0dUWa,0,0.832,0.553,7,-13.705,1,0.0487,0.0422,0.00356,0.249,0.89,119.825,215693,4,4756038,215.69333,0.70907,202.49542,0.91,1.0,0.27,0.394,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",1978,1970
3533,le freak,Oldies 70's,various artists,26,5eI1wfppOUjViTkP7uBZMr,0,0.847,0.491,7,-15.707,1,0.054,0.0363,0.000687,0.186,0.875,119.873,210247,4,4635940,210.2467,0.16444,206.25705,0.839,1.0,0.289,0.411,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",1978,1970
3534,how am i supposed to live without you,Soul Provider,michael bolton,68,3RMeOetCdXttthQK0clPuz,0,0.541,0.44,10,-12.206,1,0.031,0.191,0.0,0.114,0.232,140.273,255667,4,5637450,255.66667,0.15605,238.81723,0.063,1.0,0.613,0.472,"['adult standards', 'mellow gold', 'soft rock']",1972,1970
3536,how am i supposed to live without you,Love Songs,michael bolton,45,71LQeNIJcnZeOSYgz4reoF,0,0.532,0.532,10,-9.787,1,0.0295,0.139,0.0,0.0952,0.18,140.478,254373,4,5608932,254.37334,0.10916,243.46703,0.198,1.0,0.613,0.478,"['adult standards', 'mellow gold', 'soft rock']",1972,1970
3537,how am i supposed to live without you  single version,80s 100 Hits,various artists,39,2ES5c7aKmTgIxqsuRVNu89,0,0.531,0.6,10,-6.361,1,0.027,0.159,0.0,0.128,0.207,140.427,254960,4,5621868,254.96,1.01052,244.33778,0.084,1.0,0.62,0.537,"['adult standards', 'mellow gold', 'soft rock']",1972,1970
3538,how am i supposed to live without you,'80s Pop Hits,various artists,30,6etWte3cd0w8a2kZhBxRT0,0,0.532,0.419,10,-13.196,1,0.0299,0.165,0.0,0.111,0.259,140.509,255667,4,5637450,255.66667,0.23841,238.8985,0.052,1.0,0.664,0.52,"['adult standards', 'mellow gold', 'soft rock']",1972,1970
3539,how am i supposed to live without you,Greatest Hits 1985-1995,michael bolton,25,5z7bjdF61ZrPykINCJgioV,0,0.534,0.607,10,-6.994,1,0.0266,0.135,0.0,0.0922,0.21,140.492,254493,4,5611578,254.49333,0.0,243.37415,0.183,1.0,0.619,0.492,"['adult standards', 'mellow gold', 'soft rock']",1972,1970
3540,how am i supposed to live without you,A Symphony Of Hits,michael bolton,30,3DooRt0FwEyhDlFauzblfR,0,0.314,0.449,7,-7.448,1,0.028,0.439,0.0,0.0964,0.222,131.744,287999,4,6350383,287.99924,0.18435,272.11465,0.158,0.831,0.651,0.655,"['adult standards', 'mellow gold', 'soft rock']",1972,1970
3545,it must have been love christmas for the broken hearted,Pearls of Passion,roxette,24,4tNxgaOoOc03uNcY2hEPGS,0,0.57,0.555,5,-8.706,1,0.0257,0.186,1.6e-06,0.314,0.662,80.066,287827,4,6346578,287.82666,3.33787,276.62512,0.0,1.0,0.561,0.504,"['europop', 'new wave pop', 'soft rock', 'swedish pop']",1990,1990
3546,step by step,Step By Step,new kids on the block,61,6J6RWKCPN5RFKHUKEUFjxS,0,0.787,0.63,0,-12.295,1,0.0609,0.0274,6.69e-06,0.161,0.882,125.347,267293,4,5893818,267.29333,0.0,257.25388,1.0,1.0,0.333,0.427,"['boy band', 'dance pop']",1990,1990
3547,blaze of glory  from young guns ii soundtrack,Blaze Of Glory,jon bon jovi,66,1sUTfgduT0WIQO8kXKXxLC,0,0.55,0.618,7,-9.822,1,0.0307,0.0564,2.62e-05,0.0937,0.429,78.61,335240,4,7392042,335.24,3.90095,317.9044,0.093,0.983,0.884,0.735,['hard rock'],1990,1990
3548,blaze of glory,Cross Road,bon jovi,51,0XwjdpwvEwukcg3XU4Ibzt,0,0.541,0.704,7,-6.167,1,0.0324,0.0211,4.18e-05,0.143,0.416,78.797,340000,4,7497000,340.0,4.01705,322.84445,0.077,0.979,0.915,0.803,['hard rock'],1990,1990
3549,blaze of glory  from young guns ii soundtrack,Bon Jovi Greatest Hits - The Ultimate Collection (Deluxe),bon jovi,33,1aWGyuU1gNPAarCFwh6jec,0,0.498,0.751,7,-4.98,1,0.0326,0.0321,1.18e-05,0.15,0.365,78.451,339187,4,7479066,339.18668,4.04027,330.15872,0.128,0.967,0.989,0.828,['hard rock'],1990,1990
3550,blaze of glory  from young guns ii soundtrack,Bon Jovi Greatest Hits,bon jovi,29,0NrnFSH8RvyesqmwnWwXJ3,0,0.506,0.759,7,-4.976,1,0.0342,0.0253,1.1e-05,0.141,0.33,78.374,340067,4,7498470,340.06668,4.06349,330.15872,0.085,0.953,0.875,0.775,['hard rock'],1990,1990
3551,black cat,Rhythm Nation 1814,janet jackson,44,4tYpYYoOI7WDxbCnPninwE,0,0.705,0.913,4,-7.253,0,0.0484,0.103,0.00111,0.216,0.665,114.959,290573,4,6407142,290.57333,0.0,290.57333,0.781,1.0,0.28,0.283,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",1990,1990
3552,chariots of fire,20 #1's: One Hit Wonders,various artists,42,3zmXCcrMKpGho2sTRZG1Ux,0,0.445,0.444,1,-9.8,1,0.0323,0.0489,0.0618,0.112,0.0395,136.226,202806,4,4471871,202.80594,0.0,195.15211,0.785,0.95,0.99,0.932,"['cyberpunk', 'new age', 'synthesizer']",1975,1970
3553,chariots of fire,Chariots Of Fire - The Play,vangelis,50,6GxhckZeqoWNF9n9XS91HS,0,0.446,0.277,1,-19.578,1,0.0322,0.000212,0.786,0.148,0.0706,135.925,209067,4,4609920,209.06667,7.29107,209.06667,0.751,0.939,0.905,0.89,"['cyberpunk', 'new age', 'synthesizer']",1975,1970
3554,chariots of fire,Chariots Of Fire (Original Motion Picture Soundtrack / Remastered),vangelis,34,2JsQOAw8XVii6RMxiPmVZj,0,0.169,0.124,2,-23.146,1,0.0532,0.707,0.173,0.418,0.0429,76.316,1241267,4,27369930,1241.2667,18.53533,1210.8336,0.053,0.624,0.827,0.644,"['cyberpunk', 'new age', 'synthesizer']",1975,1970
3555,who can it be now?,Business As Usual,men at work,67,5rfJ2Bq2PEL8yBjZLzouEu,0,0.805,0.479,4,-14.734,1,0.0436,0.0627,0.000143,0.104,0.962,128.411,201293,4,4438518,201.29333,0.0,194.04916,0.817,1.0,0.324,0.489,"['album rock', 'australian rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",1982,1980
3556,who can it be now?,The Essential Men At Work,men at work,55,29r3fDexnrto7WABfpblNH,0,0.807,0.83,4,-4.04,1,0.0367,0.0444,0.000358,0.0842,0.954,128.501,203267,4,4482030,203.26666,0.0,194.04916,0.794,1.0,0.227,0.433,"['album rock', 'australian rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",1982,1980
3557,who can it be now?,The Best Of Men At Work: Contraband,men at work,52,5cOM0fTHceCkJVwuyHdMnk,0,0.816,0.791,4,-4.21,1,0.0372,0.0353,0.000345,0.17,0.963,128.521,200493,4,4420878,200.49333,0.09156,193.9853,0.801,1.0,0.178,0.401,"['album rock', 'australian rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",1982,1980
3558,who can it be now?,'80s Pop Hits,various artists,34,1gQJOaBFYKVnxRkfbDmjYM,0,0.802,0.534,4,-12.476,1,0.0419,0.0664,0.000416,0.116,0.963,128.518,201040,4,4432932,201.04,0.21451,194.0898,0.817,1.0,0.296,0.475,"['album rock', 'australian rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",1982,1980
3559,who can it be now?,Hits Of The 80s (100 Songs),various artists,18,3D2d0ZRozQc07OKYc3wlhU,0,0.814,0.688,4,-7.547,1,0.0385,0.0428,0.000385,0.177,0.964,128.522,200467,4,4420290,200.46667,0.12717,194.02594,0.801,1.0,0.247,0.447,"['album rock', 'australian rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",1982,1980
3560,who can it be now?,80's Pop Hits,various artists,10,1tJLnO7krsmcIvsUS1ewnX,0,0.801,0.512,4,-12.893,1,0.0425,0.0661,0.000188,0.1,0.962,128.416,202280,4,4460274,202.28,0.62277,194.70512,0.859,1.0,0.247,0.445,"['album rock', 'australian rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",1982,1980
3561,who can it be now?,The Works,men at work,15,7cdP4IsPCmaqsuA0ZCeWyc,0,0.785,0.412,4,-16.493,1,0.0411,0.178,2.83e-05,0.0794,0.958,128.141,203227,4,4481148,203.22667,0.52816,194.97215,0.925,1.0,0.351,0.454,"['album rock', 'australian rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",1982,1980
3562,who can it be now?,Playlist: The Very Best '80s Radio Hits,various artists,7,4TEqhUsfWRrgcQr0qMadd3,0,0.816,0.745,4,-6.31,1,0.0371,0.0336,0.000219,0.16,0.962,128.525,200280,4,4416174,200.28,0.0,193.88663,0.866,1.0,0.324,0.483,"['album rock', 'australian rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",1982,1980
3563,who can it be now?,The Best Of Men At Work,men at work,24,1Fr4EepQdigdnBwUVE1UGK,0,0.774,0.719,4,-7.335,1,0.0353,0.0939,0.00035,0.135,0.935,128.409,201000,4,4432050,201.0,0.19093,194.29878,0.88,1.0,0.327,0.508,"['album rock', 'australian rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",1982,1980
3564,who can it be now?,Pop Music: The Modern Era 1976-1999,various artists,10,2lTnXqY2ImDhV7SzcB0YlY,0,0.814,0.688,4,-7.547,1,0.0385,0.0428,0.000385,0.177,0.964,128.522,200467,4,4420290,200.46667,0.12717,194.02594,0.801,1.0,0.247,0.447,"['album rock', 'australian rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",1982,1980
3565,who can it be now?,Down Under,men at work,13,2KtgUpbFe9oxNAeb4pAFHK,0,0.798,0.571,4,-11.286,1,0.042,0.0662,0.00016,0.16,0.965,128.41,200467,4,4420290,200.46667,0.41125,194.50195,0.833,1.0,0.285,0.469,"['album rock', 'australian rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",1982,1980
3567,everyday people,Stand,sly & the family stone,64,4ZVZBc5xvMyV3WzWktn8i7,0,0.807,0.497,7,-10.656,1,0.0297,0.307,0.0327,0.043,0.765,114.524,141507,4,3120222,141.50667,0.1741,137.3054,0.699,1.0,0.001,0.144,"['classic rock', 'classic soul', 'folk rock', 'funk', 'funk rock', 'motown', 'psychedelic soul', 'rock', 'soul']",1969,1960
